,genre,mood,title
6253,action,wild,Talladega Nights: The Ballad of Ricky Bobby (2006)
6254,fantasy,romantic,Night at the Museum (2006)
6255,comedy,romantic,World Trade Center (2006)
6256,western,gloomy,Stranger than Fiction (2006)
6257,thriller,romantic,Miami Vice (2006)
6258,action,dreamy,"Pursuit of Happyness, The (2006)"
6259,thriller,reflective,John Tucker Must Die (2006)
6260,romance,gloomy,"Ant Bully, The (2006)"
6261,action,romantic,Crank (2006)
6262,mystery,energetic,"Secret Life of Words, The (2005)"
6263,romance,spooky,Chaos (2005)
6264,western,reflective,"Night Listener, The (2006)"
6265,action,spooky,Step Up (2006)
6266,fantasy,energetic,Zoom (2006)
6267,comedy,reflective,Mind Game (2004)
6268,drama,mysterious,Half Nelson (2006)
6269,comedy,spooky,"Moustache, La (2005)"
6270,romance,spooky,Tideland (2005)
6271,mystery,cheerful,Adam's Apples (Adams æbler) (2005)
6272,horror,romantic,Material Girls (2006)
6273,horror,romantic,Accepted (2006)
6274,romance,spooky,Crime Busters (1977)
6275,thriller,gloomy,Born to Kill (1947)
6276,thriller,romantic,"Illusionist, The (2006)"
6277,horror,reflective,The Queen (2006)
6278,drama,wild,Beerfest (2006)
6279,drama,spooky,Invincible (2006)
6280,horror,energetic,Idlewild (2006)
6281,drama,reflective,"Red Balloon, The (Ballon rouge, Le) (1956)"
6282,drama,wild,Angel-A (2005)
6283,horror,reflective,"Chump at Oxford, A (1940)"
6284,action,reflective,"Icicle Thief, The (Ladri di saponette) (1989)"
6285,horror,romantic,"Puffy Chair, The (2006)"
6286,horror,gloomy,"Wicker Man, The (2006)"
6287,thriller,mysterious,"Wind That Shakes the Barley, The (2006)"
6288,western,romantic,Severance (2006)
6289,comedy,dreamy,Hollywoodland (2006)
6290,western,gloomy,"Covenant, The (2006)"
6291,mystery,dreamy,"Last Kiss, The (2006)"
6292,thriller,gloomy,SherryBaby (2006)
6293,thriller,energetic,Idiocracy (2006)
6294,romance,dreamy,Jesus Camp (2006)
6295,fantasy,gloomy,"Bow, The (Hwal) (2005)"
6296,comedy,dreamy,"Tiger and the Snow, The (La tigre e la neve) (2005)"
6297,fantasy,spooky,"Fountain, The (2006)"
6298,romance,spooky,Fear City: A Family-Style Comedy (La cité de la peur) (1994)
6299,fantasy,cheerful,"Science of Sleep, The (La science des rêves) (2006)"
6300,mystery,cheerful,"Black Dahlia, The (2006)"
6301,thriller,wild,"Woods, The (2006)"
6302,mystery,dreamy,Gridiron Gang (2006)
6303,horror,dreamy,Land of Plenty (Angst and Alienation in America) (2004)
6304,fantasy,energetic,"Bridge, The (2006)"
6305,action,romantic,Apocalypto (2006)
6306,thriller,spooky,Flyboys (2006)
6307,action,dreamy,Jackass Number Two (2006)
6308,drama,spooky,All the King's Men (2006)
6309,action,romantic,Conversations with Other Women (2005)
6310,fantasy,reflective,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006)
6311,drama,energetic,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
6312,romance,reflective,"Guardian, The (2006)"
6313,comedy,mysterious,Open Season (2006)
6314,horror,mysterious,School for Scoundrels (2006)
6315,western,cheerful,"Departed, The (2006)"
6316,action,wild,"Texas Chainsaw Massacre: The Beginning, The (2006)"
6317,western,reflective,Employee of the Month (2006)
6318,action,spooky,Running With Scissors (2006)
6319,western,energetic,Man of the Year (2006)
6320,mystery,mysterious,"Marine, The (2006)"
6321,drama,dreamy,Infamous (2006)
6322,action,mysterious,Fellini's Casanova (Il Casanova di Federico Fellini) (1976)
6323,thriller,spooky,Chapayev (1934)
6324,western,gloomy,Feast (2005)
6325,comedy,spooky,Little Children (2006)
6326,mystery,gloomy,Deliver Us from Evil (2006)
6327,western,spooky,"Last King of Scotland, The (2006)"
6328,horror,wild,"U.S. vs. John Lennon, The (2006)"
6329,comedy,wild,Shortbus (2006)
6330,drama,reflective,Children of Men (2006)
6331,comedy,gloomy,"Prestige, The (2006)"
6332,thriller,spooky,Flags of Our Fathers (2006)
6333,drama,spooky,13 Tzameti (2005)
6334,western,cheerful,Saw III (2006)
6335,comedy,wild,Catch a Fire (2006)
6336,action,cheerful,Death of a President (2006)
6337,thriller,romantic,Flushed Away (2006)
6338,mystery,gloomy,Perfume: The Story of a Murderer (2006)
6339,thriller,gloomy,"Santa Clause 3: The Escape Clause, The (2006)"
6340,action,spooky,Mom and Dad Save the World (1992)
6341,western,dreamy,"Good Year, A (2006)"
6342,mystery,dreamy,Shut Up & Sing (2006)
6343,comedy,romantic,For Your Consideration (2006)
6344,mystery,gloomy,Fuck (2005)
6345,comedy,spooky,Shooting Dogs (a.k.a. Beyond the Gates) (2005)
6346,horror,mysterious,Casino Royale (2006)
6347,horror,gloomy,Happy Feet (2006)
6348,thriller,gloomy,Let's Go to Prison (2006)
6349,thriller,mysterious,Déjà Vu (Deja Vu) (2006)
6350,thriller,energetic,Bobby (2006)
6351,horror,mysterious,10 Items or Less (2006)
6352,drama,gloomy,"Holiday, The (2006)"
6353,fantasy,dreamy,Harsh Times (2006)
6354,thriller,mysterious,Fast Food Nation (2006)
6355,mystery,mysterious,The Great Train Robbery (1903)
6356,thriller,dreamy,Tenacious D in The Pick of Destiny (2006)
6357,mystery,reflective,"Nativity Story, The (2006)"
6358,romance,spooky,Blood Diamond (2006)
6359,mystery,cheerful,Charlotte's Web (2006)
6360,drama,reflective,Eragon (2006)
6361,mystery,gloomy,Rocky Balboa (2006)
6362,comedy,cheerful,Fur: An Imaginary Portrait of Diane Arbus (2006)
6363,action,energetic,"Dam Busters, The (1955)"
6364,western,cheerful,Another Gay Movie (2006)
6365,horror,reflective,"Painted Veil, The (2006)"
6366,thriller,gloomy,We Are Marshall (2006)
6367,western,dreamy,"Good Shepherd, The (2006)"
6368,drama,romantic,Dreamgirls (2006)
6369,romance,mysterious,Freedom Writers (2007)
6370,horror,wild,When the Levees Broke: A Requiem in Four Acts (2006)
6371,action,spooky,Inland Empire (2006)
6372,thriller,reflective,"History Boys, The (2006)"
6373,comedy,dreamy,Notes on a Scandal (2006)
6374,horror,gloomy,DOA: Dead or Alive (2006)
6375,action,gloomy,Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006)
6376,mystery,romantic,"Good German, The (2006)"
6377,horror,romantic,Letters from Iwo Jima (2006)
6378,western,gloomy,Black Christmas (2006)
6379,drama,cheerful,Stomp the Yard (2007)
6380,horror,reflective,Miss Potter (2006)
6381,thriller,energetic,American Pie Presents The Naked Mile (American Pie 5: The Naked Mile) (2006)
6382,drama,dreamy,Venus (2006)
6383,drama,reflective,The Return of Don Camillo (1953)
6384,comedy,gloomy,The Little World of Don Camillo (1952)
6385,mystery,dreamy,Primeval (2007)
6386,romance,energetic,Alpha Dog (2007)
6387,comedy,spooky,"Hitcher, The (2007)"
6388,action,gloomy,After the Wedding (Efter brylluppet) (2006)
6389,fantasy,gloomy,Bridge to Terabithia (2007)
6390,romance,spooky,Beer League (2006)
6391,comedy,mysterious,Dead Meat (2004)
6392,action,wild,49 Up (2005)
6393,thriller,gloomy,Waitress (2007)
6394,fantasy,cheerful,Seven Up! (1964)
6395,western,romantic,Catch and Release (2006)
6396,comedy,mysterious,Smokin' Aces (2006)
6397,drama,dreamy,Blood and Chocolate (2007)
6398,drama,energetic,Epic Movie (2007)
6399,mystery,wild,"Messengers, The (2007)"
6400,romance,mysterious,Because I Said So (2007)
6401,thriller,mysterious,Hannibal Rising (2007)
6402,fantasy,gloomy,Norbit (2007)
6403,romance,spooky,"Boss of It All, The (Direktøren for det hele) (2006)"
6404,drama,wild,Cocaine Cowboys (2006)
6405,thriller,spooky,Ratatouille (2007)
6406,western,reflective,"Paris, I Love You (Paris, je t'aime) (2006)"
6407,mystery,cheerful,"Astronaut Farmer, The (2007)"
6408,comedy,spooky,"Wake Up, Ron Burgundy (2004)"
6409,thriller,mysterious,It's a Boy Girl Thing (2006)
6410,thriller,gloomy,"Ugly Duckling and Me!, The (2006)"
6411,thriller,dreamy,The Odyssey (1997)
6412,fantasy,mysterious,Unknown (2006)
6413,drama,cheerful,Ghost Rider (2007)
6414,comedy,energetic,Breach (2007)
6415,comedy,cheerful,Tyler Perry's Daddy's Little Girls (2007)
6416,romance,energetic,Music and Lyrics (2007)
6417,thriller,mysterious,"Number 23, The (2007)"
6418,action,reflective,Reno 911!: Miami (2007)
6419,western,romantic,Black Snake Moan (2006)
6420,fantasy,cheerful,My Father and My Son (Babam ve oglum) (2005)
6421,horror,cheerful,Factory Girl (2006)
6422,western,wild,Hot Fuzz (2007)
6423,romance,mysterious,Golden Door (Nuovomondo) (2006)
6424,romance,energetic,Citizen X (1995)
6425,drama,wild,Next (2007)
6426,western,spooky,Amazing Grace (2006)
6427,drama,romantic,2001 Maniacs (2005)
6428,action,romantic,Zodiac (2007)
6429,comedy,gloomy,Pusher III: I'm the Angel of Death (2005)
6430,horror,dreamy,Babylon 5: The Gathering (1993)
6431,fantasy,romantic,Meshes of the Afternoon (1943)
6432,mystery,energetic,Wild Hogs (2007)
6433,comedy,energetic,300 (2007)
6434,fantasy,romantic,"Abandoned, The (2006)"
6435,horror,romantic,Starter for 10 (2006)
6436,mystery,romantic,"Last Mimzy, The (2007)"
6437,action,cheerful,Priceless (Hors de prix) (2006)
6438,romance,romantic,"Host, The (Gwoemul) (2006)"
6439,romance,romantic,Becoming Jane (2007)
6440,romance,cheerful,"Namesake, The (2006)"
6441,thriller,cheerful,I Think I Love My Wife (2007)
6442,fantasy,gloomy,Premonition (2007)
6443,mystery,cheerful,Dead Silence (2007)
6444,mystery,spooky,Reign Over Me (2007)
6445,drama,energetic,Pride (2007)
6446,mystery,spooky,Shooter (2007)
6447,thriller,gloomy,"Hills Have Eyes II, The (2007)"
6448,fantasy,wild,TMNT (Teenage Mutant Ninja Turtles) (2007)
6449,romance,gloomy,Black Book (Zwartboek) (2006)
6450,drama,spooky,"Lookout, The (2007)"
6451,comedy,mysterious,Blades of Glory (2007)
6452,action,romantic,Are We Done Yet? (2007)
6453,comedy,reflective,Grindhouse (2007)
6454,romance,wild,"Reaping, The (2007)"
6455,drama,energetic,Meet the Robinsons (2007)
6456,mystery,romantic,American Hardcore (2006)
6457,horror,spooky,Inglorious Bastards (Quel maledetto treno blindato) (1978)
6458,western,reflective,Sunshine (2007)
6459,comedy,mysterious,"Hoax, The (2007)"
6460,drama,romantic,How the Grinch Stole Christmas! (1966)
6461,drama,gloomy,Disturbia (2007)
6462,action,cheerful,Aqua Teen Hunger Force Colon Movie Film for Theaters (2007)
6463,thriller,reflective,"Vie en Rose, La (Môme, La) (2007)"
6464,horror,cheerful,Fracture (2007)
6465,thriller,mysterious,Vacancy (2007)
6466,mystery,spooky,In the Land of Women (2007)
6467,romance,mysterious,Mr. Bean's Holiday (2007)
6468,horror,dreamy,"Invisible, The (2007)"
6469,action,energetic,Kickin It Old Skool (2007)
6470,mystery,dreamy,Spider-Man 3 (2007)
6471,mystery,gloomy,Lucky You (2007)
6472,fantasy,romantic,It's a Very Merry Muppet Christmas Movie (2002)
6473,thriller,cheerful,21 Up (1977)
6474,horror,gloomy,Sharkwater (2006)
6475,horror,spooky,Maniac Cop (1988)
6476,comedy,spooky,"Ex, The (2007)"
6477,romance,wild,Paprika (Papurika) (2006)
6478,drama,cheerful,Day Watch (Dnevnoy dozor) (2006)
6479,mystery,romantic,This Is England (2006)
6480,fantasy,mysterious,Away from Her (2006)
6481,drama,mysterious,Knocked Up (2007)
6482,western,gloomy,Hairspray (2007)
6483,romance,energetic,28 Weeks Later (2007)
6484,mystery,gloomy,Wheels on Meals (Kuai can che) (1984)
6485,thriller,reflective,Jonestown: The Life and Death of Peoples Temple (2006)
6486,thriller,gloomy,Shrek the Third (2007)
6487,thriller,energetic,Once (2006)
6488,action,spooky,Pirates of the Caribbean: At World's End (2007)
6489,horror,reflective,Bug (2007)
6490,thriller,cheerful,Mr. Brooks (2007)
6491,horror,dreamy,"Librarian: Return to King Solomon's Mines, The (2006)"
6492,mystery,dreamy,"Librarian: Quest for the Spear, The (2004)"
6493,comedy,gloomy,Fay Grim (2006)
6494,horror,cheerful,"I'm a Cyborg, But That's OK (Saibogujiman kwenchana) (2006)"
6495,romance,cheerful,"Breed, The (2006)"
6496,western,reflective,Cashback (2006)
6497,action,dreamy,Ocean's Thirteen (2007)
6498,horror,romantic,Them (Ils) (2006)
6499,fantasy,gloomy,Sun Alley (Sonnenallee) (1999)
6500,western,mysterious,Hostel: Part II (2007)
6501,western,reflective,Paranoid Park (2007)
6502,comedy,cheerful,"Legend of Sleepy Hollow, The (1980)"
6503,action,romantic,Starcrash (a.k.a. Star Crash) (1978)
6504,action,mysterious,Surf's Up (2007)
6505,romance,cheerful,Fantastic Four: Rise of the Silver Surfer (2007)
6506,horror,romantic,Nancy Drew (2007)
6507,comedy,cheerful,Fido (2006)
6508,romance,reflective,Death Proof (2007)
6509,thriller,romantic,Rescue Dawn (2006)
6510,drama,cheerful,"TV Set, The (2006)"
6511,horror,reflective,"Valet, The (La doublure) (2006)"
6512,fantasy,cheerful,Bring It On: All or Nothing (2006)
6513,fantasy,dreamy,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)"
6514,comedy,cheerful,Sicko (2007)
6515,horror,spooky,"Mighty Heart, A (2007)"
6516,horror,reflective,1408 (2007)
6517,comedy,romantic,Death at a Funeral (2007)
6518,drama,energetic,Live Free or Die Hard (2007)
6519,thriller,gloomy,License to Wed (2007)
6520,drama,dreamy,Evan Almighty (2007)
6521,mystery,dreamy,Transformers (2007)
6522,action,energetic,Harry Potter and the Order of the Phoenix (2007)
6523,action,cheerful,I Now Pronounce You Chuck and Larry (2007)
6524,drama,romantic,First Snow (2006)
6525,romance,spooky,Broken Arrow (1950)
6526,action,mysterious,Manufactured Landscapes (2006)
6527,horror,wild,Across the Universe (2007)
6528,romance,reflective,Hot Rod (2007)
6529,drama,mysterious,Stardust (2007)
6530,thriller,wild,"Simpsons Movie, The (2007)"
6531,mystery,mysterious,I Know Who Killed Me (2007)
6532,drama,reflective,No Reservations (2007)
6533,western,reflective,Charlie Bartlett (2007)
6534,horror,romantic,"Bourne Ultimatum, The (2007)"
6535,comedy,reflective,China Blue (2005)
6536,comedy,mysterious,Tell No One (Ne le dis à personne) (2006)
6537,comedy,wild,Superbad (2007)
6538,comedy,spooky,"Brice Man, The (Brice de Nice) (2005)"
6539,thriller,cheerful,Rush Hour 3 (2007)
6540,romance,cheerful,"Last Legion, The (2007)"
6541,romance,energetic,Balls of Fury (2007)
6542,comedy,reflective,Sydney White (2007)
6543,fantasy,reflective,"Kingdom, The (2007)"
6544,mystery,cheerful,Rocket Science (2007)
6545,horror,cheerful,Daddy Day Camp (2007)
6546,romance,gloomy,"Invasion, The (2007)"
6547,fantasy,energetic,"Nanny Diaries, The (2007)"
6548,horror,dreamy,Halloween (2007)
6549,thriller,energetic,Death Sentence (2007)
6550,romance,dreamy,2 Days in Paris (2007)
6551,thriller,energetic,"King of Kong, The (2007)"
6552,action,cheerful,Taxi 4 (2007)
6553,drama,gloomy,Behind the Mask: The Rise of Leslie Vernon (2006)
6554,horror,cheerful,"Brothers Solomon, The (2007)"
6555,comedy,gloomy,"Nines, The (2007)"
6556,horror,cheerful,Planet Terror (2007)
6557,mystery,mysterious,3:10 to Yuma (2007)
6558,thriller,reflective,Shoot 'Em Up (2007)
6559,fantasy,gloomy,"Ten, The (2007)"
6560,comedy,romantic,Gotti (1996)
6561,thriller,wild,Atonement (2007)
6562,mystery,wild,Electroma (2006)
6563,romance,dreamy,Requiem (2006)
6564,romance,dreamy,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)"
6565,romance,mysterious,No End in Sight (2007)
6566,thriller,gloomy,"Brave One, The (2007)"
6567,thriller,cheerful,In the Valley of Elah (2007)
6568,comedy,romantic,December Boys (2007)
6569,thriller,energetic,Shanghai Kiss (2007)
6570,fantasy,cheerful,"Hunting Party, The (2007)"
6571,romance,reflective,Eastern Promises (2007)
6572,thriller,gloomy,"Unreasonable Man, An (2006)"
6573,thriller,dreamy,Tekkonkinkreet (Tekkon kinkurîto) (2006)
6574,romance,spooky,Love and Other Disasters (2006)
6575,western,cheerful,Interview (2007)
6576,fantasy,energetic,Cashback (2004)
6577,fantasy,mysterious,Resident Evil: Extinction (2007)
6578,horror,cheerful,Mr. Woodcock (2007)
6579,fantasy,spooky,Good Luck Chuck (2007)
6580,western,energetic,Into the Wild (2007)
6581,comedy,wild,"Game Plan, The (2007)"
6582,fantasy,wild,"Lust, Caution (Se, jie) (2007)"
6583,thriller,cheerful,"Seeker: The Dark Is Rising, The (2007)"
6584,action,energetic,"Heartbreak Kid, The (2007)"
6585,comedy,reflective,Dan in Real Life (2007)
6586,thriller,mysterious,"Darjeeling Limited, The (2007)"
6587,drama,dreamy,We Own the Night (2007)
6588,fantasy,dreamy,Elizabeth: The Golden Age (2007)
6589,comedy,energetic,Michael Clayton (2007)
6590,romance,energetic,Sleuth (2007)
6591,horror,spooky,Lars and the Real Girl (2007)
6592,comedy,reflective,30 Days of Night (2007)
6593,fantasy,dreamy,Gone Baby Gone (2007)
6594,fantasy,mysterious,"Comebacks, The (2007)"
6595,western,wild,Weirdsville (2007)
6596,romance,mysterious,"Assassination of Jesse James by the Coward Robert Ford, The (2007)"
6597,comedy,wild,10th & Wolf (2006)
6598,thriller,mysterious,Persepolis (2007)
6599,fantasy,cheerful,Control (2007)
6600,western,reflective,The Jane Austen Book Club (2007)
6601,romance,cheerful,"Last Winter, The (2006)"
6602,drama,mysterious,Black Sheep (2006)
6603,fantasy,reflective,"Edge of Heaven, The (Auf der anderen Seite) (2007)"
6604,comedy,energetic,Saw IV (2007)
6605,action,reflective,For the Bible Tells Me So (2007)
6606,horror,mysterious,My Kid Could Paint That (2007)
6607,romance,cheerful,Elite Squad (Tropa de Elite) (2007)
6608,horror,romantic,King of California (2007)
6609,fantasy,romantic,American Gangster (2007)
6610,horror,gloomy,Bee Movie (2007)
6611,fantasy,gloomy,Before the Devil Knows You're Dead (2007)
6612,romance,wild,"Diving Bell and the Butterfly, The (Scaphandre et le papillon, Le) (2007)"
6613,romance,energetic,No Country for Old Men (2007)
6614,romance,dreamy,Be Kind Rewind (2008)
6615,horror,cheerful,Itty Bitty Titty Committee (2007)
6616,fantasy,mysterious,"Fugitive, The (1947)"
6617,drama,dreamy,August Rush (2007)
6618,drama,cheerful,"Man from Earth, The (2007)"
6619,horror,energetic,Lions For Lambs (2007)
6620,horror,wild,Beowulf (2007)
6621,thriller,wild,Southland Tales (2006)
6622,comedy,romantic,"Evening with Kevin Smith 2: Evening Harder, An (2006)"
6623,fantasy,spooky,Harrison Bergeron (1995)
6624,western,romantic,I Served the King of England (Obsluhoval jsem anglického krále) (2006)
6625,thriller,cheerful,"Mist, The (2007)"
6626,western,gloomy,Enchanted (2007)
6627,thriller,romantic,Hitman (2007)
6628,fantasy,spooky,Awake (2007)
6629,romance,energetic,"Golden Compass, The (2007)"
